날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2024-10-16(수),,,동아오츠카포카리스웨트340ml 캔,85kcal,,,,,2563.91kcal
2024-10-17(목),밥,390.5kcal,흑미밥,409.25kcal,밥,390.5kcal,,,2897.72kcal
2024-10-17(목),부추달걀국(01)(05)(06)(16),80kcal,돈등뼈감자탕(05)(06)(10)(16),347.15kcal,해물순두부찌개(01)(05)(06)(08)(09)(17)(18),114.04kcal,,,2897.72kcal
2024-10-17(목),소시지채소볶음(05)(06)(10)(12)(15)(16)(18),182.27kcal,삼치구이&깐풍소스(05)(06)(07)(18),504.96kcal,궁중소고기떡볶음(05)(06)(16)(18),117kcal,,,2897.72kcal
2024-10-17(목),배추김치볶음(05)(09)(16),59.28kcal,시금치무침(05)(06),24.31kcal,베이컨감자채볶음(05)(06)(10),112.56kcal,,,2897.72kcal
2024-10-17(목),연두부양념장(05)(06)(18),60.47kcal,오복채무침,8.78kcal,배추김치(09),8.75kcal,,,2897.72kcal
2024-10-17(목),가공우유(바나나맛)(02),82.5kcal,석박지(09),5.4kcal,,,,,2897.72kcal
2024-10-17(목),"생수(500ML,후식)",0kcal,,,,,,,2897.72kcal
2024-10-18(금),밥,390.5kcal,밥,390.5kcal,후리카케밥(소량)(01)(05)(06),213.99kcal,,,3488.68kcal
2024-10-18(금),닭가슴살떡국(01)(02)(05)(06)(15)(16),79.93kcal,대구지리탕(05)(06)(16),76.09kcal,종합어묵국(05)(06),87.41kcal,,,3488.68kcal
2024-10-18(금),오징어볶음(05)(06)(17)(18),150.43kcal,햄김치볶음(05)(06)(09)(10)(16),183.88kcal,떡볶이(02)(05)(06),467.04kcal,,,3488.68kcal
2024-10-18(금),스크램블에그(01)(05)(06)(10)(12),248.06kcal,계란말이(12),189kcal,모듬튀김(01)(02)(05)(06)(12)(15)(16)(18),563.4kcal,,,3488.68kcal
2024-10-18(금),배추김치(09),8.75kcal,김가루,25kcal,순대찜(05)(10),338kcal,,,3488.68kcal
2024-10-18(금),"우유(백색우유(200ML,연간))(02)",65kcal,석박지(09),5.4kcal,단무지,6.3kcal,,,3488.68kcal
2024-10-18(금),,,초코과자,,,,,,3488.68kcal
2024-10-19(토),뉴욕핫도그(01)(02)(05)(06)(10)(12)(15)(16),535.26kcal,셀프참치마요주먹밥,543.85kcal,밥,390.5kcal,,,2731.22kcal
2024-10-19(토),모듬피클,30.8kcal,팽이버섯장국(01)(05)(06)(18),27.4kcal,쇠고기무국(05)(06)(16),49.41kcal,,,2731.22kcal
2024-10-19(토),에그마요샐러드(01)(05),13.8kcal,훈제닭다리,476kcal,콩나물불고기(05)(06)(10)(18),259.3kcal,,,2731.22kcal
2024-10-19(토),구슬치즈샐러드(02)(05)(06)(13),150.66kcal,깍두기(09),13.3kcal,모듬쌈,42.19kcal,,,2731.22kcal
2024-10-19(토),파인애플스틱,,"가공우유,빙그레,빙그레바나나맛우유Light,240ml(02)",190kcal,배추김치(09),8.75kcal,,,2731.22kcal
2024-10-20(일),밥,390.5kcal,치즈닭갈비덮밥(02)(05)(06)(15),329.59kcal,밀쌀밥,390.96kcal,,,2859.83kcal
2024-10-20(일),바지락된장찌개(05)(18),72.13kcal,맑은콩나물국(05)(06)(16),30.6kcal,해물짬뽕국(08)(09)(17)(18),64.98kcal,,,2859.83kcal
2024-10-20(일),캐슈넛멸치볶음(04)(05)(06)(14)(18),106.43kcal,소떡소떡(05)(10)(12),354kcal,마라불고기(완)(05)(06)(10),806.75kcal,,,2859.83kcal
2024-10-20(일),쇠고기감자조림(05)(06)(16)(18),125.73kcal,오이무침,15.16kcal,애호박나물(05)(09)(16),54.2kcal,,,2859.83kcal
2024-10-20(일),총각김치,12.25kcal,마카로니샐러드(완)(01)(02)(05)(06),19.5kcal,깍두기(09),13.3kcal,,,2859.83kcal
2024-10-20(일),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치(09),8.75kcal,,,,,2859.83kcal
2024-10-20(일),"생수(500ML,후식)",0kcal,,,,,,,2859.83kcal
2024-10-21(월),밥,390.5kcal,찹쌀밥,410.5kcal,밥,390.5kcal,,,3055.85kcal
2024-10-21(월),새우완자탕(05)(06)(08)(09),95.6kcal,쇠고기미역국(05)(06)(16),44.4kcal,참치김치찌개(05)(09)(16),177.36kcal,,,3055.85kcal
2024-10-21(월),떡갈비바볶음(05)(06)(10)(18),222.64kcal,불낙볶음(05)(06)(16)(17),421.57kcal,칠리새우(05)(06)(09)(12),560.49kcal,,,3055.85kcal
2024-10-21(월),오이풋고추된장무침,24.84kcal,계란찜(01),74.85kcal,맛김,12.28kcal,,,3055.85kcal
2024-10-21(월),배추김치(09),8.75kcal,숙주나물무침(05)(06),17.16kcal,취나물무침(05)(06)(18),18.41kcal,,,3055.85kcal
2024-10-21(월),떠먹는 토핑형 발효유(02),165kcal,배추김치(09),8.75kcal,총각김치,12.25kcal,,,3055.85kcal
2024-10-22(화),군모닝(01)(02)(05)(06)(10),480.5kcal,차돌깍두기볶음밥(완)(05)(16),360kcal,비빔쫄면(01)(05)(06),611.99kcal,,,4092.31kcal
2024-10-22(화),소시지구이(01)(02)(05)(10)(12),241.2kcal,유부장국(01)(05)(06),26.49kcal,오징어콩나물국(05)(06)(09)(17),55.94kcal,,,4092.31kcal
2024-10-22(화),구운달걀,0kcal,콘립구이(05),201.13kcal,순살족발새우젓(05)(06)(09)(10)(16),506.75kcal,,,4092.31kcal
2024-10-22(화),시리얼(2),151.2kcal,등갈비바베큐조림(05)(06)(10)(18),662.97kcal,무말랭이무침(완),24kcal,,,4092.31kcal
2024-10-22(화),포테이토크림스프(완)(02)(05)(06)(10)(15)(16),72.5kcal,모듬피클,30.8kcal,모듬쌈,42.19kcal,,,4092.31kcal
2024-10-22(화),마늘빵(02)(05)(06),94.5kcal,모닝빵딸기쨈(01)(02)(06),150kcal,겉절이김치(09),10.5kcal,,,4092.31kcal
2024-10-22(화),살사푸실리샐러드(완)(05)(06)(12)(16),94kcal,눈꽃치즈샐러드(02)(05)(06)(13),102.65kcal,"청량음료, 코카콜라음료, 코카콜라, 250mL/캔",108kcal,,,4092.31kcal
2024-10-22(화),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,4092.31kcal
2024-10-23(수),밥,390.5kcal,보리밥,406.3kcal,밥,390.5kcal,,,3016.79kcal
2024-10-23(수),얼큰쇠고기무국(05)(06)(16),64.78kcal,소갈비탕(완)(05)(06)(16),887.38kcal,순두부들깨탕(05)(06)(16),82.24kcal,,,3016.79kcal
2024-10-23(수),스팸짜글이(05)(06)(10)(16)(18),183.22kcal,감자조림(05)(06)(18),65.06kcal,닭매운찜(05)(06)(15)(16)(18),208.58kcal,,,3016.79kcal
2024-10-23(수),진미채간장볶음(완)(17),1.79kcal,계란말이(완)(01),239.54kcal,양념깻잎(09),9kcal,,,3016.79kcal
2024-10-23(수),배추김치(09),8.75kcal,석박지(09),5.4kcal,배추김치(09),8.75kcal,,,3016.79kcal
2024-10-23(수),"우유(백색우유(200ML,연간))(02)",65kcal,"㈜케이헬스바이오, 프로루틴단백질음료 코코아, 250mL",,,,,,3016.79kcal
2024-10-24(목),밥,390.5kcal,흑미밥,409.25kcal,밥,390.5kcal,,,3322.31kcal
2024-10-24(목),쇠고기두부탕국(05)(06)(16),56kcal,고기듬뿍순댓국(05)(06)(09)(10)(16),381.97kcal,얼큰콩나물국(05)(06)(08)(16),32.14kcal,,,3322.31kcal
2024-10-24(목),돈육청경채볶음(02)(05)(06)(10)(16)(18),225.97kcal,비엔나소시지야채볶음(05)(06)(10)(12)(18),351.88kcal,배추김치볶음(05)(09)(16),59.28kcal,,,3322.31kcal
2024-10-24(목),오징어젓무침(17),30.69kcal,오복채무침,8.78kcal,치킨가스소스(01)(05)(06)(09)(10)(12)(15)(16)(18),817.33kcal,,,3322.31kcal
2024-10-24(목),가공우유(커피맛)(02),90kcal,겉절이김치(09),10.5kcal,양배추샐러드(케요)(12),58.77kcal,,,3322.31kcal
2024-10-24(목),배추김치(09),8.75kcal,,,,,,,3322.31kcal
2024-10-24(목),"생수(500ML,후식)",0kcal,,,,,,,3322.31kcal
2024-10-25(금),밥,390.5kcal,현미밥,408.65kcal,스팸김치볶음밥(완)(05)(10),921kcal,,,3393.35kcal
2024-10-25(금),소고기된장찌개(16),61.66kcal,얼큰새우탕(05)(06)(09),71.13kcal,팽이버섯장국(01)(05)(06)(18),27.4kcal,,,3393.35kcal
2024-10-25(금),미트볼채소볶음(05)(06)(12)(18),186.27kcal,돼지고기채소볶음(05)(06)(10)(18),348.6kcal,후라이드치킨(05)(06)(15),679.34kcal,,,3393.35kcal
2024-10-25(금),시금치고추장무침(16),26.3kcal,모듬쌈,42.19kcal,양배추샐러드(케요)(12),58.77kcal,,,3393.35kcal
2024-10-25(금),겉절이김치(09),10.5kcal,김가루,25kcal,무피클,11.13kcal,,,3393.35kcal
2024-10-25(금),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치(09),8.75kcal,사과(후지),51.156kcal,,,3393.35kcal
2024-10-26(토),모듬피클,30.8kcal,셀프날김볶주먹밥(05)(06)(09)(18),475.6kcal,밥,390.5kcal,,,2797.05kcal
2024-10-26(토),닭가슴살샐러드(05)(06)(13)(15),203.46kcal,얼큰홍합무국(맑은홍합탕)(09)(18),24.57kcal,김치어묵국(05)(06)(09)(16),101.04kcal,,,2797.05kcal
2024-10-26(토),단호박샐러드(완)(01)(02)(05),39kcal,구운야채(05),42.5kcal,컬리플라워굴소스볶음(05)(06)(09)(18),86.32kcal,,,2797.05kcal
2024-10-26(토),피자핫도그(01)(02)(05)(06)(10)(12)(15)(16),544.12kcal,돈육큐브토마토소스조림(05)(06)(10)(18),403.86kcal,돼지간장불고기(05)(06)(10)(18),258.68kcal,,,2797.05kcal
2024-10-26(토),"청량음료, 코카콜라음료, 스프라이트, 250mL/캔",112kcal,단무지,6.3kcal,깍두기(09),13.3kcal,,,2797.05kcal
2024-10-26(토),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,2797.05kcal
2024-10-27(일),밥,390.5kcal,맑은콩나물국(05)(06)(16),30.6kcal,현미밥,408.65kcal,,,3038.89kcal
2024-10-27(일),물만둣국(01)(02)(05)(06)(16),123.12kcal,제육덮밥(02)(05)(06)(10),700.84kcal,나가사끼짬뽕국(05)(06)(08)(09)(10)(15)(16)(17)(18),98.16kcal,,,3038.89kcal
2024-10-27(일),소시지채소볶음(05)(06)(10)(12)(15)(16)(18),182.27kcal,찐만두간장(05)(06),304kcal,애호박나물(05)(09)(16),54.2kcal,,,3038.89kcal
2024-10-27(일),감자채볶음(05)(06)(16)(18),49.96kcal,계란후라이(완)(01)(05),75kcal,매콤찜닭(05)(06)(15),361.34kcal,,,3038.89kcal
2024-10-27(일),배추김치(09),8.75kcal,배추김치(09),8.75kcal,총각김치,12.25kcal,,,3038.89kcal
2024-10-27(일),"우유(백색우유(200ML,연간))(02)",65kcal,"케이크또는파이또는패스트리, 참조은에스에프, 쿠키앤크림스틱치즈케익, 400g(50g8개)상자",165.5kcal,,,,,3038.89kcal
2024-10-27(일),"생수(500ML,후식)",0kcal,,,,,,,3038.89kcal
2024-10-28(월),밥,390.5kcal,찹쌀밥,410.5kcal,밥,390.5kcal,,,3681.15kcal
2024-10-28(월),돼지고기애호박찌개(05)(06)(09)(10),104.61kcal,쇠고기미역국(05)(06)(16),44.4kcal,감자계란국(01)(05)(06)(16),92.39kcal,,,3681.15kcal
2024-10-28(월),고추참치볶음(05)(06)(12)(16)(18),93.16kcal,돼지갈비찜(완)(05)(06)(10),753.96kcal,탕수육(02)(05)(06)(09),646.16kcal,,,3681.15kcal
2024-10-28(월),숙주나물무침(05)(06),17.16kcal,계란말이(12),189kcal,단무지,6.3kcal,,,3681.15kcal
2024-10-28(월),김가루,25kcal,콩나물무침(05)(06)(18),28.86kcal,짜장소스(05)(06)(10),343.2kcal,,,3681.15kcal
2024-10-28(월),겉절이김치(09),10.5kcal,배추김치(09),8.75kcal,단감,61.2kcal,,,3681.15kcal
2024-10-28(월),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,3681.15kcal
2024-10-29(화),참치마요오믈렛(완)(01),92.5kcal,밀쌀밥,390.96kcal,밥,390.5kcal,,,2866.45kcal
2024-10-04(금),"우유(백색우유(200ML,연간))(02)",65kcal,겉절이김치(09),10.5kcal,치즈핫도그소스(02)(05)(06)(10)(12),389.5kcal,,,3956.40kcal
2024-10-04(금),,,,,사인머스켓,54kcal,,,3956.40kcal
2024-10-05(토),구운야채(05),42.5kcal,미트볼스파게티(01)(02)(05)(06)(10)(12)(15)(16),771.02kcal,밥,390.5kcal,,,2262.33kcal
2024-10-05(토),무피클,11.13kcal,블랙페퍼닭가슴살,0kcal,새우완자탕(05)(06)(08)(09),95.6kcal,,,2262.33kcal
2024-10-05(토),메추리알샐러드(01),88.09kcal,무피클,11.13kcal,돼지고기김치볶음(05)(09)(10),167.92kcal,,,2262.33kcal
2024-10-05(토),풀드포크또띠아(02),415.39kcal,고구마샐러드(완)(01)(02)(05),63.33kcal,연두부양념장(05)(06)(18),60.47kcal,,,2262.33kcal
2024-10-05(토),대추방울토마토(비생산기)(12),17kcal,,,총각김치,12.25kcal,,,2262.33kcal
2024-10-05(토),"청량음료, 코카콜라음료, 환타오렌지향, 250mL/캔",116kcal,,,,,,,2262.33kcal
2024-10-06(일),밥,390.5kcal,현미밥,408.65kcal,밥,390.5kcal,,,2505.90kcal
2024-10-06(일),배추쇠고기국(05)(06)(16),53.19kcal,김치물만둣국(05)(06)(09)(16),91.03kcal,얼큰콩나물국(05)(06)(08)(16),32.14kcal,,,2505.90kcal
2024-10-06(일),오징어볶음(05)(06)(17)(18),150.43kcal,훈제오리야채볶음(01)(05)(15),397.99kcal,돼지고기채소볶음(05)(06)(10)(18),348.6kcal,,,2505.90kcal
2024-10-06(일),계란후라이(완)(01)(05),75kcal,김자반,0kcal,시금치무침(05)(06),24.31kcal,,,2505.90kcal
2024-10-06(일),콩나물무침(05)(06)(18),28.86kcal,쌈무(13),5.25kcal,겉절이김치(09),10.5kcal,,,2505.90kcal
2024-10-06(일),깍두기(09),13.3kcal,파김치,20.65kcal,,,,,2505.90kcal
2024-10-06(일),"우유(백색우유(200ML,연간))(02)",65kcal,마카롱,,,,,,2505.90kcal
2024-10-06(일),"생수(500ML,후식)",0kcal,,,,,,,2505.90kcal
2024-10-07(월),밥,390.5kcal,찹쌀밥,410.5kcal,밥,390.5kcal,,,3559.39kcal
2024-10-07(월),참치찌개(05)(06)(09),155.4kcal,닭고기미역국(05)(06)(15),61.75kcal,부대찌개(01)(02)(05)(06)(09)(10)(16)(18),188.55kcal,,,3559.39kcal
2024-10-07(월),명엽채볶음(05)(06)(18),66.21kcal,파채소불고기(05)(06),410.25kcal,새우꼬치(05)(06)(09)(12),508.7kcal,,,3559.39kcal
2024-10-07(월),스팸두부조림(05)(06)(10)(18),223.23kcal,미트소스치즈달걀말이(완)(02)(05)(06)(10)(12)(15)(16),302.5kcal,김자반,0kcal,,,3559.39kcal
2024-10-07(월),오이무침,15.16kcal,마늘쫑무침,23.6kcal,어묵야채조림(05)(06)(18),121.74kcal,,,3559.39kcal
2024-10-07(월),배추김치(09),8.75kcal,배추김치(09),8.75kcal,깍두기(09),13.3kcal,,,3559.39kcal
2024-10-07(월),"우유(백색우유(200ML,연간))(02)",65kcal,,,에너지바(02)(04)(05)(06),195kcal,,,3559.39kcal
2024-10-08(화),구운달걀,0kcal,밀쌀밥,390.96kcal,밥,390.5kcal,,,3323.31kcal
2024-10-08(화),미니소시지구이(02)(05)(06)(10)(12)(16),92.33kcal,미역된장국(05)(16),46.12kcal,맑은순두부계란탕(01)(05)(06)(16),54.12kcal,,,3323.31kcal
2024-10-08(화),단호박크림스프,234kcal,"모듬까스(돈가스,새우,생선가스)(01)(02)(05)(06)(09)(10)(12)(16)(18)",860.25kcal,고구마떡닭갈비(05)(06)(15)(18),299.31kcal,,,3323.31kcal
2024-10-08(화),캐슈넛샐러드(04)(05)(06)(13)(14),85.98kcal,실곤약채소무침,27.89kcal,무말랭이무침(완),24kcal,,,3323.31kcal
2024-10-08(화),베이글크림치즈(01)(02)(06),436.8kcal,깍두기(09),13.3kcal,배추김치(09),8.75kcal,,,3323.31kcal
2024-10-08(화),시리얼(1),240kcal,,,사인머스켓,54kcal,,,3323.31kcal
2024-10-08(화),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,3323.31kcal
2024-10-09(수),밥,390.5kcal,대패삼겹살굴소스덮밥(05)(06)(10)(18),826.57kcal,보리밥,406.3kcal,,,3901.46kcal
2024-10-09(수),꼬리곰탕(완)(16),291.2kcal,돈코츠숙주국(10),312.07kcal,돼지고기김치찌개(09)(10)(16),207.02kcal,,,3901.46kcal
2024-10-09(수),미트볼채소볶음(05)(06)(12)(18),186.27kcal,닭윙구이(01)(05)(06)(15),695kcal,갈비만두간장(05)(06)(10),166.69kcal,,,3901.46kcal
2024-10-09(수),맛김,12.28kcal,계란후라이(완)(01)(05),75kcal,고추장달걀조림(01)(05)(06),202.81kcal,,,3901.46kcal
2024-10-09(수),매운콩나물무침(05),29.4kcal,배추김치(09),8.75kcal,깍두기(09),13.3kcal,,,3901.46kcal
2024-10-09(수),깍두기(09),13.3kcal,"스포츠음료또는에너지음료, (주문자상표부착)광동제약, 비타500치어팩, 250mL",,,,,,3901.46kcal
2024-10-09(수),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,3901.46kcal
2024-10-10(목),밥,390.5kcal,흑미밥,409.25kcal,밥,390.5kcal,,,3819.63kcal
2024-10-10(목),얼큰홍합무국(맑은홍합탕)(09)(18),24.57kcal,고기듬뿍돼지국밥(완)(10),571.82kcal,부추달걀국(01)(05)(06)(16),80kcal,,,3819.63kcal
2024-10-10(목),쇠고기버섯볶음(05)(06)(16)(18),96.95kcal,모듬전(01)(05)(06)(10)(17),386.74kcal,치킨가라아게소스(01)(02)(05)(06)(10)(12)(15)(16)(18),690kcal,,,3819.63kcal
2024-10-10(목),숙주나물무침(05)(06),17.16kcal,참나물무침(05)(06)(18),22.09kcal,감자고로케(05)(06)(12),437kcal,,,3819.63kcal
2024-10-10(목),가공우유(초코맛)(02),120kcal,석박지(09),5.4kcal,카레소스,158.4kcal,,,3819.63kcal
2024-10-10(목),겉절이김치(09),10.5kcal,,,배추김치(09),8.75kcal,,,3819.63kcal
2024-10-10(목),"생수(500ML,후식)",0kcal,,,,,,,3819.63kcal
2024-10-11(금),밥,390.5kcal,현미밥,408.65kcal,밥,390.5kcal,,,3383.11kcal
2024-10-11(금),쇠고기두부탕국(05)(06)(16),56kcal,차돌샤브국(16),67.75kcal,바지락무국(05)(06)(18),15.85kcal,,,3383.11kcal
2024-10-11(금),스팸김치볶음(05)(06)(09)(10),187.34kcal,아귀콩나물찜(05)(06)(08)(09)(16)(17)(18),275.2kcal,삼겹살구이(10),1322.46kcal,,,3383.11kcal
2024-10-11(금),컬리플라워굴소스볶음(05)(06)(09)(18),86.32kcal,시금치고추장무침(16),26.3kcal,모듬쌈,42.19kcal,,,3383.11kcal
2024-10-11(금),깍두기(09),13.3kcal,배추김치(09),8.75kcal,명이나물절임(05)(06),16.5kcal,,,3383.11kcal
2024-10-11(금),"우유(백색우유(200ML,연간))(02)",65kcal,초코파이,,겉절이김치(09),10.5kcal,,,3383.11kcal
2024-10-12(토),셀프명란마요주먹밥(01),489.45kcal,불고기버거(불고기베이컨버거)(01)(02)(06)(10)(12),758.16kcal,밥,390.5kcal,,,3134.94kcal
2024-10-12(토),유부장국(01)(05)(06),26.49kcal,콘치즈버터구이(02)(05),101.65kcal,닭곰탕(02)(15)(16),82.25kcal,,,3134.94kcal
2024-10-12(토),콘치즈함박스테이크(05)(06)(15)(18),259.2kcal,닭가슴살샐러드(05)(06)(13)(15),203.46kcal,떡갈비잡채(05)(06)(10),151.9kcal,,,3134.94kcal
2024-10-12(토),파인애플샐러드(01)(05),158.39kcal,초코링도넛(01)(02)(05)(06),423kcal,진미채간장볶음(완)(17),1.79kcal,,,3134.94kcal
2024-10-12(토),깍두기(09),13.3kcal,,,석박지(09),5.4kcal,,,3134.94kcal
2024-10-12(토),"청량음료, 코카콜라음료, 코카콜라제로, 250mL/캔",5kcal,,,,,,,3134.94kcal
2024-10-12(토),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,3134.94kcal
2024-10-13(일),밥,390.5kcal,밥(소량),213kcal,검은콩밥,411.15kcal,,,2538.74kcal
2024-10-13(일),소고기된장찌개(16),61.66kcal,사골떡만둣국(01)(05)(06)(16),61.58kcal,참치김치찌개(05)(09)(16),177.36kcal,,,2538.74kcal
2024-10-13(일),미트볼채소볶음(05)(06)(12)(18),186.27kcal,볼어묵볶음(05)(06)(18),143.87kcal,동그랑땡케첩(02)(05)(06)(10)(12)(15)(16),270.2kcal,,,2538.74kcal
2024-10-13(일),오리햄구이쌈무(01)(05)(06)(13),308kcal,쇠고기장조림(완)(05)(06)(18),6.76kcal,닭간장조림(05)(06)(15),167.15kcal,,,2538.74kcal
2024-10-13(일),배추김치(09),8.75kcal,배추김치(09),8.75kcal,파김치,20.65kcal,,,2538.74kcal
2024-10-13(일),"생수(500ML,후식)",0kcal,거봉포도,38.088kcal,,,,,2538.74kcal
2024-10-13(일),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,2538.74kcal
2024-10-14(월),밥,390.5kcal,찹쌀밥,410.5kcal,치킨데리야끼볶음밥(완)(05)(15),540kcal,,,3327.14kcal
2024-10-14(월),얼큰쇠고기무국(05)(06)(16),64.78kcal,쇠고기미역국(완),0kcal,만두육개장(01)(05)(06)(16),211.7kcal,,,3327.14kcal
2024-10-14(월),햄감자채볶음(05)(06)(10)(18),175.77kcal,애호박새우볶음(05)(06)(18),51.53kcal,모듬강정(01)(05)(06)(09)(15),668kcal,,,3327.14kcal
2024-10-14(월),모듬채소볶음(02)(05)(06)(09)(16)(18),101.48kcal,매운돼지갈비찜(02)(05)(06)(10)(18),461.78kcal,김자반,0kcal,,,3327.14kcal
2024-10-14(월),깍두기(09),13.3kcal,배추김치(09),8.75kcal,양상추샐러드(오리엔탈)(05)(06)(13),75.3kcal,,,3327.14kcal
2024-10-14(월),"우유(백색우유(200ML,연간))(02)",65kcal,,,배추김치(09),8.75kcal,,,3327.14kcal
2024-10-14(월),,,,,혼합견과류(02)(14),80kcal,,,3327.14kcal
2024-10-15(화),옛날토스트(01)(02)(05)(10)(12),336.33kcal,밀쌀밥,390.96kcal,밥,390.5kcal,,,3282.58kcal
2024-10-15(화),구운달걀,0kcal,낙지수제비(05)(06)(09)(17),128.48kcal,오징어콩나물국(05)(06)(09)(17),55.94kcal,,,3282.58kcal
2024-10-15(화),후르츠샐러드(01)(05),109.84kcal,콩부각멸치볶음(05)(06)(18),114.74kcal,소불고기당면볶음(05)(06)(16)(18),403.64kcal,,,3282.58kcal
2024-10-15(화),시리얼(2),151.2kcal,고구마치즈롤까스(02)(05)(06)(10)(12)(15)(16)(18),396.8kcal,타코야끼(01)(05)(06),382.35kcal,,,3282.58kcal
2024-10-15(화),감자샐러드(완)(01)(02),33kcal,콘샐러드(완)(01)(05),75kcal,깍두기(09),13.3kcal,,,3282.58kcal
2024-10-15(화),"우유(백색우유(200ML,연간))(02)",65kcal,겉절이김치(09),10.5kcal,,,,,3282.58kcal
2024-10-15(화),,,과일젤리,225kcal,,,,,3282.58kcal
2024-10-16(수),밥,390.5kcal,삼색나물비빔밥(05)(06),511.81kcal,보리밥,406.3kcal,,,2563.91kcal
2024-10-16(수),배추쇠고기국(05)(06)(16),53.19kcal,꽃게해물탕(05)(06)(08)(09)(16)(17)(18),56.39kcal,부대찌개(01)(02)(05)(06)(09)(10)(16)(18),188.55kcal,,,2563.91kcal
2024-10-16(수),닭가슴살채소볶음(05)(06)(15)(18),96.04kcal,치즈계란찜(01)(02),138.33kcal,매콤크림미트볼(02)(05)(06)(15),285.45kcal,,,2563.91kcal
2024-10-16(수),어묵야채조림(05)(06)(18),121.74kcal,더덕무침,30.52kcal,진미채무침(완)(06)(17),83.4kcal,,,2563.91kcal
2024-10-16(수),배추김치(09),8.75kcal,소고기고추장,10.04kcal,파김치,20.65kcal,,,2563.91kcal
2024-10-16(수),"우유(백색우유(200ML,연간))(02)",65kcal,총각김치,12.25kcal,,,,,2563.91kcal
2024-09-22(일),"우유(백색우유(200ML,연간))(02)",65kcal,모듬피클,30.8kcal,겉절이김치(09),10.5kcal,,,4196.69kcal
2024-09-22(일),,,"청량음료, (주문자상표부착)코카콜라음료, 스프라이트제로, 355mL/캔",,,,,,4196.69kcal
2024-09-23(월),밥,372.75kcal,찹쌀밥,410.5kcal,밥,372.75kcal,,,2690.83kcal
2024-09-23(월),게살계란탕(01)(05)(06)(16)(18),108.95kcal,쇠고기미역국(05)(06)(16),43.35kcal,참치김치찌개(05)(09)(16),177.15kcal,,,2690.83kcal
2024-09-23(월),캐슈넛멸치볶음(04)(05)(06)(14)(18),103.23kcal,불낙볶음(05)(06)(16)(17),322.66kcal,고구마떡닭갈비(05)(06)(15)(18),321.11kcal,,,2690.83kcal
2024-09-23(월),소시지채소볶음(05)(06)(10)(12)(15)(16)(18),100.88kcal,계란찜(01),74.85kcal,콘샐러드(완)(01)(05),45kcal,,,2690.83kcal
2024-09-23(월),감자샐러드(완)(01)(02),45kcal,숙주나물무침(05)(06),14.4kcal,열무김치,11.2kcal,,,2690.83kcal
2024-09-23(월),깍두기(09),13.3kcal,배추김치(09),8.75kcal,,,,,2690.83kcal
2024-09-23(월),"우유(백색우유(200ML,연간))(02)",65kcal,혼합견과류(02)(14),80kcal,,,,,2690.83kcal
2024-09-24(화),밥,372.75kcal,밀쌀밥,390.96kcal,옛날도시락비빔밥(01)(05)(09),503.3kcal,,,2643.68kcal
2024-09-24(화),돼지고기애호박찌개(05)(06)(09)(10),82.99kcal,낙지연포탕(05)(06)(16)(17),37.36kcal,팽이버섯장국(01)(05)(06)(18),27.4kcal,,,2643.68kcal
2024-09-24(화),비엔나소시지야채볶음(02)(05)(06)(10)(12)(16)(18),271.99kcal,돼지고기채소볶음(05)(06)(10)(18),299.21kcal,고추바사삭치킨(05),303.1kcal,,,2643.68kcal
2024-09-24(화),가쓰오계란말이(01)(02)(05)(06)(15),131.65kcal,맛김,0kcal,무피클,11.13kcal,,,2643.68kcal
2024-09-24(화),가공우유(초코맛)(02),120kcal,모듬쌈,42.19kcal,눈꽃치즈샐러드(02),32.15kcal,,,2643.68kcal
2024-09-24(화),배추김치(09),8.75kcal,배추김치(09),8.75kcal,,,,,2643.68kcal
2024-09-24(화),"생수(500ML,후식)",0kcal,,,,,,,2643.68kcal
2024-09-25(수),밥,372.75kcal,일본식쇠고기카레(02)(16),591.23kcal,보리밥,406.3kcal,,,3146.10kcal
2024-09-25(수),사골곰탕(완)(16),231.66kcal,미역된장국(16),30.78kcal,김치물만둣국(01)(02)(05)(06)(09)(10)(12)(15)(16),84.75kcal,,,3146.10kcal
2024-09-25(수),떡갈비구이(01)(05)(06)(10)(15)(16),280.75kcal,돈가스&왕새우튀김소스(01)(05)(06)(09)(10)(12)(16)(18),793.9kcal,오리간장불고기(완)(05),23.71kcal,,,3146.10kcal
2024-09-25(수),오징어젓무침(17),29.01kcal,양상추샐러드(오리엔탈),5.1kcal,동그랑땡케첩(01)(05)(06)(10)(12),200.21kcal,,,3146.10kcal
2024-09-25(수),석박지(09),5.4kcal,깍두기(09),13.3kcal,총각김치,12.25kcal,,,3146.10kcal
2024-09-25(수),"우유(백색우유(200ML,연간))(02)",65kcal,"스포츠음료또는에너지음료, (주문자상표부착)광동제약, 비타500치어팩, 250mL",,,,,,3146.10kcal
